Palabra,Conteo
modernizacion,0
respeto,43
justicia,52
reforma,57
revolución,2
empresas,20
seguridad,66
compromiso,64
inversión,35
económica,37
trabajadores,16
trabajo,33
deuda,13
externa,3
concertación,1
estabilidad,23
solidaridad,0
democracia,157
medio,32
ambiente,8
campesinos,5
salud,47
inflación,11
impuesto,3
salarios,10
