Palabra,Conteo
modernizacion,0
respeto,143
justicia,231
reforma,255
revolución,83
empresas,121
seguridad,114
compromiso,129
inversión,139
económica,179
trabajadores,90
trabajo,118
deuda,114
externa,50
concertación,55
estabilidad,101
solidaridad,166
democracia,103
medio,194
ambiente,52
campesinos,96
salud,102
inflación,76
impuesto,32
salarios,39
