Palabra,Conteo
dieran,1
previsiones,5
presupuestales,8
cubrir,96
verano,54
otorgados,170
propiciando,14
cdpim,11
334,19
rutas,74
plantearon,6
tenían,52
fundamentalmente,13
índole,9
cucapá,10
mexicali,25
afectada,49
restricción,4
derivada,31
ecológica,24
ancestral,2
curvina,4
golfina,8
rarámuri,28
elías,3
repechique,1
manifiesta,16
preocupación,7
afectaciones,37
gasoducto,54
zapoteca,21
instalación,261
parque,92
eólico,7
afectaría,1
tierras,34
juchitán,7
veda,8
valles,12
destensar,3
liberaciones,6
lacandones,3
bloqueos,3
carreteros,58
conflicto,71
selva,10
lacandona,13
tzotziles,2
tzeltales,3
ejido,19
chenalhó,2
luego,12
llegar,63
religioso,11
comunidad,259
wixárika,9
sebastián,10
teponahuaxtlán,1
restitución,30
creencia,4
serie,74
apego,49
laicidad,4
reconociendo,17
solicitados,23
agrupaciones,42
constitutivos,9
acumulados,22
templos,7
culto,25
tomas,19
nota,30
modificar,22
informando,1
previstos,38
brindaron,110
personalizadas,11
apoderados,2
ministros,72
gestores,18
presentes,16
kiliwa,4
pai,12
kumiai,8
mixteca,22
nahua,39
mixe,39
tepehuan,9
wixarika,4
triqui,19
tojolabal,11
kanjobal,5
chol,17
mazateca,5
tlapaneca,4
totonaca,14
matlatzinca,7
tlahuica,7
chichimeca,3
jonas,1
pha,4
amuzga,4
tepehua,11
wixarica,5
cora,11
teenek,4
pame,17
guarijía,2
yaqui,20
chontal,10
varias,26
autorizaron,122
transmisiones,40
impresos,36
extraordinario,24
pluralismo,2
tolerancia,21
favorables,92
religiosos,7
corrientes,20
obtuvieran,6
visa,37
permiso,38
remuneradas,11
temporales,56
procedencia,75
intolerancia,10
mantienen,27
dirigencias,4
tradiciones,15
episcopado,1
nunciatura,1
apostólica,1
evangélicas,1
judía,2
58,104
legalidad,59
destacaron,148
consultivos,10
trabajado,9
impulsadas,17
contenidos,232
publicitarias,8
motivada,2
atente,5
menoscabar,3
universalidad,6
interdependencia,4
indivisibilidad,3
progresividad,7
747,11
monitoreos,3
concesionarios,45
específicos,116
anuncios,21
publicitarios,6
detectar,80
presunción,5
remitieron,11
probables,35
clasificados,14
revisaron,83
periódicos,21
editados,29
detectaron,42
226,32
actualizaciones,36
bajas,25
agencia,184
noticias,6
notimex,8
infancia,74
unicef,8
profesionalidad,6
cuerpos,97
consistente,24
integraron,89
promocionaron,5
088,6
utilizaron,41
minutos,52
versiones,8
tuvieron,128
pronta,16
desaparecidos,22
cirt,6
spot,6
promocional,7
estación,50
canal,91
amber,27
activaron,12
158,26
utilizar,51
confrontación,5
transmitan,4
fomenten,35
enaltezcan,7
capítulo,41
precisar,14
incluyan,6
series,20
doblaje,1
transmitieron,29
viva,4
difundiéndose,1
considerarlos,5
717,17
notas,14
tendiente,9
mencionada,2
imponer,9
incumplimiento,61
violaciones,95
apología,2
vicios,1
grabado,1
horario,20
clasificación,69
anomalías,3
irregularidades,46
concursos,69
escenas,1
contrarias,1
buenas,132
costumbres,12
publicidad,33
engañosa,2
245,33
estaciones,143
267,16
extrañamientos,4
vigiló,7
destinen,8
premiar,4
habilidad,4
lesionar,1
supervisaron,7
clasificaron,9
grabados,4
416,15
160,51
256,17
supervisiones,33
152,35
requerida,13
diversa,12
transitando,1
desarrollado,38
vulnerabilidades,10
impactan,18
psn,4
plantea,25
multidimensional,65
externos,53
geopolíticos,4
atenten,8
define,44
saber,8
b,58
adopte,2
identificación,254
alinear,15
dirigir,13
prioridades,103
definidas,11
inserta,2
dividió,6
encauzar,4
afrontaron,1
situaciones,89
graves,37
secuestro,123
extorsión,65
asalto,5
184,26
973,6
autodefensa,1
distribuidos,107
mexiquense,8
neutralización,15
blancos,9
detenido,26
líder,18
identificado,7
relevantes,122
51,130
instauró,12
sobresale,43
captura,70
contemplados,9
traduce,21
desarticulación,15
cártel,1
golfo,110
cdg,1
zetas,1
reportó,83
decremento,27
destacó,74
descenso,10
tierra,118
caliente,21
recuperó,13
sedena,312
arribaron,10
gendarmería,31
inhibir,21
concierne,11
rubros,59
tendencia,59
comprenda,7
proliferación,21
destrucción,46
masiva,18
proporcionales,1
emplear,4
eficientemente,12
mitigación,152
consultor,3
interamericano,58
labores,56
recabar,18
asambleas,19
plenarias,7
procuradores,9
adoptaron,35
178,18
policiales,64
fortalecieron,105
ampliaron,14
interlocución,10
eua,472
ministro,65
acordaron,48
dinamismo,33
mérida,106
desarme,35
candesti,10
consistentes,14
exportaciones,170
actualizando,4
listas,4
arreglo,12
suministradores,8
adecuar,36
tipos,90
masa,28
prohibidas,3
minas,13
antipersonales,1
bombas,3
racimo,2
manipulación,4
1540,3
radiológicas,7
nucleares,52
incidentes,55
susciten,1
radiológico,13
nuclear,42
bioterrorismo,2
adaptar,10
protocolos,105
biológicos,48
prohibición,18
fabricación,57
vectores,12
químico,32
biológico,14
explosivos,22
combinados,10
sis,3
qbre,1
centroamericanos,35
xxiv,14
delimitar,5
direccionar,1
privilegiando,18
ganseg,31
semar,300
agencias,67
inm,91
lima,27
antinarcóticos,4
intercambiar,49
disuadir,11
accionar,2
transnacional,24
fortalezca,22
formalice,3
sni,27
inteligencias,18
especializadas,122
vertimientos,6
marinas,84
pretende,58
extinción,26
reglamentaria,29
modificó,47
incluyó,81
perfeccionó,3
ilícita,62
mpf,59
blanqueo,6
gafi,13
recomendación,19
plenaria,50
parís,76
retirar,3
adiciona,32
deroga,11
cns,37
elaboraron,130
anteproyecto,48
conductas,64
conexas,1
minuta,12
dictamen,57
ajustó,9
secuestros,14
bicamaral,5
genera,51
próxima,6
integrará,5
sedes,45
desactivar,3
pf,61
generó,98
delictivas,54
tempranas,16
delincuenciales,5
sustento,28
armada,117
desarrolla,55
siempre,26
legitimidad,3
proporcionalidad,3
racionalidad,7
observando,5
interacción,50
exceso,10
indebido,9
mandos,63
adecuación,89
prevalece,2
desplegadas,5
182,54
integradas,26
debidamente,9
adiestradas,1
contrarresten,1
reorganizó,2
infantería,19
batallón,8
guardias,1
cesó,1
cambió,17
denominación,31
reubicó,3
mixtas,13
bom,6
fijas,12
cuautitlán,10
tultitlán,3
zumpango,4
ecatepec,27
coacalco,2
tepotzotlán,8
tlalnepantla,11
nezahualcóyotl,16
chalco,22
móvil,112
colabora,5
kilogramos,146
marihuana,118
369,15
cocaína,62
largas,56
cortas,70
cartuchos,48
calibres,11
aprehendieron,6
541,13
navales,172
jurisdiccional,10
tuxpan,56
cuartel,9
puerto,530
rodríguez,8
cano,1
adscripción,16
cortés,7
felipe,28
conducción,42
mares,39
ampliará,5
304,13
teniendo,34
navegaron,6
marítima,105
millas,21
náuticas,32
voladas,5
recorrieron,9
kilómetros,569
inspecciones,114
148,35
ilícitos,24
aseguraron,102
124,42
buques,46
embarcaciones,178
neurálgicos,6
coadyuvancia,5
policiacas,5
mante,4
fronteriza,122
cargadores,20
cohete,1
calibre,6
milímetros,4
granada,7
fragmentación,6
instrucciones,6
iguala,19
obteniéndose,7
plantíos,42
amapola,30
destruidos,4
incinerados,1
detenidas,14
aseguradas,10
acotó,3
caballeros,3
templarios,3
113,55
may,3
2008,101
dic,13
monclova,4
ene,3
laguna,91
refuerzo,3
mazatlán,72
reacción,24
jul,5
recorridos,85
214,27
navegadas,7
superficie,438
aéreas,59
fuentes,182
desmanteló,1
mantenían,1
corroborar,2
paulatina,6
pusieron,52
identificada,4
fundador,3
ejerció,86
portación,8
fuego,75
internado,10
cefereso,42
altiplano,11
auto,14
prisión,21
operativos,226
aduanas,51
hectáreas,732
goma,12
opio,10
heroína,29
decomiso,4
metanfetaminas,15
litros,121
125,46
éxtasis,3
pseudoefedrina,3
detenidos,42
terrestres,107
reportadas,44
estadístico,18
uniforme,11
seunad,5
laboratorios,135
clandestinos,12
dosis,124
metanfetamina,19
equivalen,19
aseguramientos,17
776,6
319,10
proporcionó,131
traslado,95
ministerial,123
reos,5
transportación,19
lugares,66
171,33
narcomenudeo,5
fiscalías,39
robustecer,36
efectividad,80
cateos,7
detuvo,26
82,61
219,28
psicotrópicos,8
424,14
asegurado,11
desmantelaron,9
averiguaciones,125
previas,130
detuvieron,9
666,9
granadas,21
353,10
336,13
plantas,232
cristal,15
paraestatales,32
estratégicas,151
interrupciones,5
distribuidas,52
litorales,12
sonda,13
patrullajes,31
marítimos,35
62,82
destacamentos,3
ductos,51
acueductos,13
poliductos,6
ejercito,1
var,54
sobrevolados,4
230,41
propuestos,15
incorporarse,21
107,59
adscritos,46
confiabilidad,27
estipuladas,3
evaluaron,50
aspirantes,71
poligrafía,7
poligrafistas,5
2009,82
830,4
aseguró,22
aprehendió,9
puestos,63
cometer,9
decomisó,3
432,13
348,19
transgresoras,1
vigila,3
implementaron,131
concluye,199
reestructuración,27
policías,51
791,3
fusileros,4
paracaidistas,3
encontraron,25
activas,48
140,61
obtuvieron,224
críticas,14
istmo,46
tehuantepec,24
colorado,28
opodepe,1
incautó,2
canje,28
donación,36
doctrina,25
belice,56
hachemita,2
jordania,27
ideas,24
promocionó,4
liv,1
americanas,6
conjefamer,3
sicofaa,1
medellín,5
formalizó,47
aceptación,13
anfitriona,2
lv,2
américas,63
cmda,2
arequipa,2
delegación,114
promoviendo,40
ban,2
interiorizarse,1
determine,11
colaboró,39
ag8,1
rusia,33
excelencia,61
químicos,48
radiológicos,3
patrocinios,1
cicte,6
washington,72
hemisférica,7
financiación,5
activos,193
terroristas,6
pnrern,2
lleva,77
metodología,177
identifica,46
pretenden,10
atentar,10
csn,7
anr,24
evalúa,36
dimensiona,8
jerarquiza,1
deberán,74
ecológico,106
prospectivo,4
orienta,18
proactiva,14
preventiva,46
conformar,24
sistematizar,12
coadyuvan,16
dirige,5
suscripción,64
genética,28
jalisciense,2
ciencias,200
forenses,16
actualice,3
genéticos,40
celebran,4
capufe,43
proporcionará,5
requiera,15
persecución,26
sirva,8
videos,56
obtengan,13
video,28
instaladas,20
oficinas,158
ciberespacio,25
ciberdefensa,21
ciberseguridad,58
dimensión,22
carta,41
comando,28
usnorthcom,1
cibernética,16
ciber,1
endeavor,1
europeo,16
eucom,2
grafenwoehr,1
alemania,167
relacionada,53
unificar,9
espacial,74
israel,17
llamada,11
adiciones,23
cibernéticos,17
modificado,49
armonizarlo,1
relativas,67
propone,17
dotaría,1
idóneos,45
ciberdelitos,2
algunos,88
autorizado,63
fraude,10
suplantación,1
pornografía,4
proposiciones,32
humanidad,16
diagnóstico,269
estructurar,8
institucionalizarlo,1
producirá,1
táctica,20
somete,2
epidemiológica,71
sanitaria,39
integrarlos,3
siam,19
subversivos,2
detección,232
disuasión,14
contrainteligencia,4
recoin,2
adquirieron,59
satelitales,49
sensor,3
geoeye,1
elevación,3
fotointerpretación,1
multiespectrales,1
geointeligencia,1
cultivos,63
clandestinas,13
cuantificación,12
multitemporal,1
unificación,10
esisen,14
representadas,6
estandarizar,25
conceptos,60
comprensión,24
involucran,25
glosario,2
solicitud,83
cesnav,5
ceefa,3
semestral,44
llevan,56
materializando,2
disruptivos,2
observador,15
cali,5
desactivación,7
contención,72
recolectó,2
procesó,3
definidos,38
basados,28
estructural,52
corto,57
diagnosticar,5
pasar,179
denunciados,3
continúa,298
reportes,72
panoramas,1
resúmenes,3
coyunturales,3
impartiendo,2
simposio,11
celebración,70
managua,3
confidencialidad,9
maagticsi,2
homologado,31
controles,27
academia,71
estadísticos,22
trilateral,22
lógicos,1
contemple,6
ocultamiento,2
droga,19
criminales,17
emplean,3
contrabando,10
drogas,168
abuso,48
llevadas,26
cartagena,20
misiones,60
volar,1
ubicar,11
autorizadas,26
franjas,5
terreno,23
empleadas,9
ilegal,31
aviones,41
tripulados,6
ehécatl,3
agrupamientos,2
fronteras,49
maestro,32
cruces,50
formales,64
migratorio,62
irregular,16
destinadas,32
sexta,28
siglo,65
fronterizas,20
lleven,12
reduciendo,13
talismán,4
margen,35
colindante,1
suchiate,5
materialización,7
coincidentes,7
franja,15
indocumentados,5
participa,47
provenientes,165
fronterizo,51
identificados,34
consignación,12
albergar,12
indirectamente,37
lucro,17
varios,28
evadir,4
punta,52
pertrechos,7
castrenses,6
adquirió,24
renovando,1
parcialmente,19
vehicular,90
cumplió,38
helicópteros,28
beechcraft,1
avión,11
challenger,2
gulfstream,1
grob,1
120tp,1
king,12
air,12
350er,4
350i,2
1a,67
remodelaciones,10
complejos,19
oral,42
detención,38
laboratorio,81
proporciona,68
sanidad,56
contrataron,11
566,12
enfermería,71
transitorias,4
flota,40
aeronaval,9
monomotores,3
recíprocos,3
entrenamiento,21
turbohélice,5
bimotores,2
patrulla,9
bimotor,3
ambulancia,5
turborreactor,1
embarcadas,3
rescate,139
emergencia,257
asignados,41
citados,17
sustentables,98
550,28
albañilería,4
307,15
plomería,4
730,9
carpintería,5
486,13
713,9
herrería,5
metros,257
cuadrados,87
chaponeo,4
cúbicos,170
remoción,22
escombros,7
pintura,19
aplicados,28
proporcionaron,100
cortes,10
pelo,7
odontológicas,19
raciones,24
calientes,12
coadyuvó,43
2a,71
bucal,15
preventivas,80
profilaxis,5
tejidos,13
bucales,3
instrucción,48
hilo,2
dental,6
curativas,2
amalgamas,2
resinas,3
extracciones,3
radiografías,2
128,49
odontológicos,4
290,30
distribuyó,48
potable,229
platicas,1
traslados,49
hospitales,194
recolección,20
basura,12
despensas,40
beneficiaron,219
comedores,105
preparación,79
cocineros,2
156,31
cdi,181
promotores,116
alimentarios,31
capacitados,133
colecta,7
recolectándose,1
perecederos,5
ayudar,9
sembró,1
árboles,17
campos,114
produjo,9
forestales,222
frutales,19
ornamentales,10
composta,3
sustituyó,13
295,17
motores,20
eléctricos,22
combustible,52
cabos,53
sargentos,4
respectivo,8
tratadoras,1
aguas,319
residuales,123
ejecutaron,76
marítimas,33
ecosistemas,126
tala,8
clandestina,8
manglares,9
marea,3
roja,25
inspección,175
levantaron,7
actas,71
marino,54
785,12
concientización,16
costeras,45
resguardo,19
anidación,8
tortuga,15
favorecieron,11
huevos,16
recolectar,3
liberar,14
mar,119
crías,12
arribo,20
tortugas,40
882,3
nidos,6
498,12
especie,49
brindan,52
conscriptos,14
doctrinas,1
virtudes,3
aportar,18
cumplieron,40
encuadrados,3
voluntarias,37
compañías,35
completar,11
tijuana,128
4a,30
escobedo,9
5a,21
mojonera,2
7a,12
chicoasén,6
8a,16
ixcotel,1
chilpancingo,11
10a,11
11a,7
12a,12
modalidad,323
aporta,16
prácticos,7
juraron,1
entregaron,177
cartillas,12
liberadas,10
visitas,385
espectadores,25
bandas,26
guerra,18
honores,3
designó,13
instructores,33
escolta,2
635,13
deportivos,120
exposiciones,77
142,40
paseos,15
dominicales,8
complementarios,64
comunicacionales,2
salvaguarda,24
birreactores,1
salvavidas,13
torpedo,1
señales,30
humo,26
bengalas,1
señalización,23
chalecos,5
cascos,2
pistolas,1
trajes,4
neopreno,1
aros,1
311,21
llamadas,74
auxilio,57
rescató,9
163,28
náufragos,6
peligro,40
altamar,6
trasladó,6
receptora,4
visualizar,13
sospechosas,3
provocadas,9
habilitó,13
crisis,23
responder,33
propiedades,9
visualizando,1
automático,11
detecciones,31
radar,14
canadiense,18
recepción,68
señal,12
bluehawk,1
contempladas,5
juntas,21
tácticos,4
operadores,129
buque,42
aprovisionamiento,6
arm,36
libertador,1
finalizó,26
patrullas,18
uxmal,4
tajín,4
astillero,28
tampico,49
alistamiento,2
dique,6
autocarenante,6
secciones,16
89,65
casco,10
oceánica,11
salina,54
cruz,91
interceptoras,4
polaris,3
circini,3
gienah,3
coatzacoalcos,53
remolcadores,12
maniobra,4
remolque,1
barcazas,1
barcos,6
incapacitados,5
guiar,3
cuidadosamente,3
embarcación,5
maniobras,18
restringidas,3
arribos,4
zarpes,1
remolcador,5
azimutal,1
cicloidales,4
refinación,42
autorizados,106
eficientar,5
proveedores,140
ala,21
fija,68
correctivo,21
zlin,5
242l,2
pilotos,19
aeronavales,6
143lsi,1
utilizarse,7
panther,2
as565,2
mbe,2
sustantivos,11
institutos,163
armados,5
fomentaron,6
egresaron,49
839,6
especialización,67
297,36
320,30
humanitario,15
cndh,89
videoconferencias,24
inacipe,11
diplomado,97
implicaciones,20
cidefam,1
biomédicas,3
68,96
iniciándose,1
adiestramientos,2
recurrentes,10
191,31
tripulaciones,9
rotativa,3
aviador,7
acumulado,184
maestría,94
exigencias,3
inmerso,1
fenómeno,77
contemporáneo,8
vicealmirantes,1
doctorado,64
capitanes,4
marinería,1
aerologísticas,1
controladores,8
armamento,23
abastecedores,3
buceo,15
submarinos,4
manejador,1
perros,3
vela,11
propulsora,3
uribe,2
baranda,1
simulador,6
museo,80
optrónico,1
tiro,24
garfio,1
anaveaje,1
modular,7
hospitalaria,48
automatización,22
plumas,1
papaloapan,5
ametralladora,1
cdp,1
sconta50,1
juego,12
oceanográfica,19
programados,52
ejecutadas,14
fusiles,6
fabricó,1
accionamiento,2
remoto,4
satisfactorio,14
prototipo,10
lanzagranadas,7
subensambles,1
lotes,42
experimentales,14
rediseño,15
empaque,11
sirve,16
hermética,1
fabricaron,4
moldes,4
inyección,6
plástico,8
elaborar,54
lote,11
piezas,74
caracterización,25
biológica,48
costera,37
vertimiento,2
dragado,33
fábrica,7
vestuario,17
considerados,75
máquinas,27
mejoras,79
innovaciones,23
419,15
prendas,7
coser,2
rectas,1
ojaleras,1
botoneras,1
presilladoras,1
recta,2
durkopp,1
adler,1
móviles,165
maquinaria,56
antibombas,2
eod8,2
explosivo,4
sometidos,10
teñido,1
acabados,1
estampado,2
remodelación,70
confortable,4
concluidos,72
corozal,3
vaso,4
presa,36
angostura,4
socorro,3
salado,2
helipuerto,5
heroica,12
antón,7
lizardo,11
alojamiento,20
hospital,208
oncológico,7
biología,29
molecular,12
bioseguridad,15
portuaria,79
gestionó,19
publicados,116
correspondiendo,6
terminales,77
unificados,7
cumar,6
unificado,18
reglamentación,8
portuarias,28
eleven,28
hipotecarios,39
asignó,37
deudos,8
fallecidos,22
adquirido,16
incapacidad,14
categoría,82
recintos,20
portuarios,21
guaymas,43
vallarta,95
matamoros,67
altamira,53
bocas,14
carmen,42
colegiatura,14
manutención,26
bécalos,4
ampliada,14
beneficiándose,4
fortalezcan,39
derogan,55
obligan,5
servir,8
informática,54
contemplado,17
direcciones,13
jerarquía,3
coronel,3
escalafones,1
enfermeras,28
vacaciones,7
licencias,57
armonizado,7
distintivos,35
atendiendo,43
emplea,5
cg,38
013,4
velando,1
acayucan,9
cosoleacaque,18
minatitlán,25
nanchital,4
tecnificación,20
corporaciones,11
detenciones,3
puestas,23
faltas,18
propósitos,25
vulneran,3
articula,2
tejido,20
penitenciario,63
regionalización,20
inmediatas,13
siguió,7
desarticulando,1
exacerbado,2
deportivas,147
despresurización,1
pnpsvd,69
poblaciones,85
favorezcan,30
metropolitanas,52
dirigidas,140
ciclovías,7
luminarias,14
corredores,61
paraderos,10
autobús,7
pinta,5
fachadas,10
murales,9
graffitti,1
reflejar,9
torneos,20
conciertos,13
musicales,17
241,26
polígonos,51
actualizaron,66
99,64
incluidas,24
situacional,6
psicosocial,19
350,43
formativas,21
bullying,16
desnaturalización,5
maltrato,33
parentalidad,5
270,41
suicidio,7
noviazgo,27
atenciones,78
adicciones,118
aprendizaje,199
conductuales,2
viven,48
enfocadas,64
oficios,10
concursables,7
academias,15
coros,10
orquestas,11
juveniles,25
femineidades,5
deportes,34
apoyadas,58
psicológicos,14
agresiones,21
migrante,114
pandillas,5
716,7
76,65
acompañar,16
apropiación,14
percepción,82
anáhuac,8
socializa,1
historias,13
cuauhtémoc,24
moctezuma,2
heineken,1
sumó,31
colocando,4
venta,101
conveniencia,14
manos,39
dirigida,71
conciencia,16
reflexione,1
prevenga,3
produjeron,29
hojas,7
informativas,39
sesnsp,32
imei,3
sufrir,6
extravío,4
dispositivos,68
reportarse,7
solicitar,26
bloqueo,8
inhabilitación,4
usado,4
tira,1
cómica,1
superhéroe,1
intervenciones,111
asesorar,23
ayuda,104
seleccionaron,16
focalizada,29
cipsvd,18
articulan,3
reactivación,37
readaptación,51
inaes,32
420,24
incubación,47
814,5
respaldaron,11
dispusieron,8
396,17
pronafim,64
tradicional,64
fommur,29
suman,100
ayudan,5
autoempleo,18
traducen,9
consultoría,15
microempresas,12
jornales,44
buscadores,49
colocaron,72
bolsa,29
vincula,19
territorios,16
alineó,5
infantiles,48
trabajadoras,78
solos,31
paimef,12
coinversión,51
231,20
alinean,11
aportación,83
benefician,45
localizan,12
invirtió,31
monetarios,34
directos,84
orfandad,17
maternal,4
reclusión,21
femenil,20
islas,21
marías,11
vas,1
estimular,32
pronabes,6
sana,23
deserción,24
opera,134
ascienden,15
lectura,136
escritura,44
matemáticas,97
complementada,2
recreativas,22
complemento,26
reflexión,15
reeducación,2
certificaron,63
intrafamiliar,8
concretaron,22
detener,12
violentas,3
cenadic,4
escritas,3
psicosociales,1
juvenil,61
cij,8
detalla,5
continuación,121
conforman,126
parques,24
lineales,17
acercar,30
parral,19
tapachula,41
guadalupe,24
calvo,4
calpulalpan,2
presidido,9
oadprs,12
focalizaron,7
pilotaje,8
pronapred,4
confección,5
remuneración,3
semanal,3
cítricos,27
instalado,18
interinstitucionales,81
habían,42
cereso,4
hermosillo,39
pet,34
banquetas,14
perímetro,2
reclusorio,3
participando,9
ponte,8
activación,48
ixtapaluca,10
hraei,1
ceferesos,15
491,13
familiares,136
afiliación,86
santa,132
martha,4
acatitla,4
focalizó,3
vulnerable,40
preciso,6
experiencia,82
temprana,133
adhesión,33
recibir,101
tta,7
cometido,5
vinculado,8
lícitas,1
adicción,5
delinquir,1
favorece,30
daño,50
víctima,34
cuautla,4
bravos,2
gómez,34
palacio,37
aperturaron,2
salas,53
diligencias,18
ministeriales,61
desarticularon,11
células,17
mandamientos,25
judiciales,52
cumplimentaron,9
concluidas,49
subprocuraduría,24
bancarias,37
falsificación,6
alteración,6
moneda,45
ueiorpifam,2
seido,5
293,20
derivó,26
indagatorias,22
988,4
179,28
cheques,7
falsificadas,1
euros,23
iniciadas,17
despachadas,4
consignadas,16
incompetencias,20
acumulaciones,9
aprehensión,24
libradas,4
sentencias,62
condenatorias,29
desarticuladas,6
interpol,11
eficazmente,14
informáticos,27
recopilar,8
limpiar,1
almacenar,9
discriminar,1
desvinculados,2
consideradas,28
llevando,14
defensoría,29
ifdp,5
inali,27
abogadas,5
bilingües,28
paib,6
pertinencia,90
lingüística,58
litigio,8
acreditaron,46
intérpretes,10
hablantes,36
proximidad,40
encuentren,34
caballería,4
tácticas,5
bravo,27
corredor,81
barca,5
irapuato,15
ruana,1
cocula,5
105,52
interactivos,9
preescolar,161
preparatoria,38
recreativo,5
comondú,4
loreto,22
mulegé,2
evacuar,5
turistas,134
varados,2
distribuir,16
captadas,3
quejas,95
correo,27
851,5
descargas,34
captaron,25
aplicativo,3
ámber,1
recuperaron,39
114,51
408,18
victimarios,1
autocuidado,25
170,46
confederaciones,2
819,7
modus,1
operandi,1
247,17
registrándose,4
desconcentrados,20
impartidos,35
perfil,107
estilistas,1
alquiler,2
autos,18
pescadores,47
textiles,5
equinas,1
vecinales,6
colonos,5
fundaciones,13
cide,12
370,40
antisecuestro,17
teóricos,3
916,3
bolivia,16
ecuador,66
dominicana,52
suiza,69
anticorrupción,54
embajada,52
immigration,2
and,54
customs,3
enforcement,4
ice,8
gsgr,5
tomaron,7
suma,168
categorías,42
instrumentado,9
propiciaron,7
casinos,1
ilegales,9
tramos,100
siniestralidad,9
asaltos,8
accidentes,148
lesionados,9
cuadrantes,2
249,23
223,22
liberaron,13
846,5
560,14
dedicadas,41
caída,38
zapopan,20
piso,52
evitó,27
última,93
reportándose,2
874,5
764,7
recorrido,41
ayudas,18
257,33
giros,6
negros,5
877,2
831,9
361,14
813,5
474,7
136,39
presunta,16
reemplazaron,3
patrullaron,3
clínicas,58
ranchos,2
cuevas,2
ríos,37
eduardo,8
neri,4
teloloapan,3
tepecuacuilco,1
trujano,2
taxco,12
alarcón,3
cuetzala,2
huitzuco,1
figueroa,8
colindantes,4
pie,30
apaxtla,1
buenavista,5
cuellar,1
canuto,1
acapatlahuaya,1
coyuca,11
catalán,5
pungarabato,1
altamirano,3
tlapehuala,1
pilcaya,1
ixcateopan,1
arcelia,1
miguel,61
totolapan,2
dispositivo,25
biométrico,2
receptor,11
escáner,1
muros,26
gps,3
instalados,41
incrementan,15
asignaron,118
documentado,1
386,19
nero,1
tepecoacuilco,1
alarcon,1
hutizuco,1
priorizar,20
caracterizadas,5
obtenidos,106
406,11
plaza,22
célula,5
operador,10
316,26
sustracción,5
645,12
combustóleo,27
diésel,58
641,6
lp,22
gasolina,45
policiacos,4
exámenes,64
nominales,5
ministraron,10
presupuestado,5
fasp,15
nominal,29
programática,27
apegada,3
clasificador,5
pagados,21
devengados,7
spa,10
capaces,14
adecuadamente,22
ministrados,5
parcial,44
subsemun,13
eligieron,10
excluido,1
beneficiario,11
validaron,22
spcp,3
finalizaron,12
progresos,4
251,22
restablecimiento,21
acreditación,138
renovó,20
transitorio,47
lgsnsp,5
evaluado,17
optimizaron,4
reclutamiento,23
abatió,1
depurado,1
actualizado,25
regularizado,2
únicamente,61
robados,7
recuperados,11
buses,1
réplicas,9
actualizados,21
automática,14
iph,8
notificar,4
alertamientos,8
coincidencia,4
encontrados,4
módulo,137
foto,4
dactilar,6
lectores,14
placas,5
dispuso,22
amplía,28
cartográfica,8
sirvió,8
reforzó,22
proporcionada,41
proyección,36
capas,12
cartográficas,1
colonias,15
vialidades,38
coordenadas,3
comparar,19
geoespacial,7
verificaron,31
potencias,1
frecuencias,19
inhibidores,9
celular,17
intromisión,1
afectar,34
correspondencia,15
xxxviii,4
cnsp,17
implementará,8
finalizar,51
retroalimentación,19
rectoras,1
cumplirán,1
adecuarán,1
acopio,22
fortalecerán,6
opere,5
homologada,8
reduzca,3
mejore,11
prestado,3
desaparición,50
progresiva,14
números,23
sujeto,23
concordancia,13
estructurado,5
infringen,4
auditorías,66
comandancias,2
dictaminaron,26
668,5
suspensiones,13
779,6
inhabilitaciones,5
destituciones,5
amonestaciones,8
sancionados,12
fundamento,12
penitenciarias,6
penitenciaria,33
cps,13
construyeron,57
ponderadores,3
medir,106
facilitan,23
estructuración,11
tratamientos,24
progresivos,2
individuales,79
clasificó,4
reclasificó,5
948,4
87,71
anticipada,4
anticipadas,3
sentenciados,11
directamente,82
señalamiento,13
domiciliarias,7
extinciones,1
trasladaron,10
peligrosos,96
causaron,5
perfiles,56
guardas,1
custodios,5
renovación,94
propicia,23
representación,90
adecuaciones,55
orgánicas,15
abata,1
fundamentado,1
posibilite,2
imperio,1
crea,37
personalidad,7
hechos,68
contemplar,1
modificación,119
sjpa,52
despresurizar,1
posibilidad,93
enfoquen,1
repercutirá,1
significativa,28
envió,23
remitió,5
discusión,32
cnpp,23
intervienen,23
quién,15
resultan,9
imputación,2
desvinculándola,1
imponga,3
participado,31
penalmente,1
cometidos,40
proporcionen,8
inobservancia,1
realizarán,22
mejorará,4
inédito,4
subsidiar,1
destinaron,182
976,4
acreditable,3
iniciarán,7
operará,8
entrado,3
agrupan,11
setec,21
anunciada,9
protesta,4
referente,81
facultar,11
miscelánea,7
cautelares,17
alternas,7
esté,14
incluyen,170
turnada,8
aprobarse,4
precisarán,1
acordes,24
c,35
remitida,1
subgrupo,26
intervino,10
supervisar,20
organizar,13
circunscripción,3
circunscripciones,8
quedaron,30
mier,1
alemán,23
contenida,8
décimo,42
servidor,13
realice,35
referido,21
autorizar,9
ofrecimiento,3
recompensa,4
recompensas,12
veraz,9
coadyuve,10
camargo,9
gustavo,12
díaz,14
ordaz,2
reynosa,35
hermoso,2
abasolo,7
soto,13
casas,152
aldama,4
cruillas,1
méndez,2
burgos,16
nicolás,14
jiménez,7
carlos,18
padilla,1
mainero,1
villagrán,1
güémez,1
llera,1
