Palabra,Conteo
modernizacion,0
respeto,44
justicia,114
reforma,129
revolución,6
empresas,16
seguridad,91
compromiso,36
inversión,46
económica,88
trabajadores,24
trabajo,42
deuda,15
externa,8
concertación,5
estabilidad,17
solidaridad,5
democracia,109
medio,76
ambiente,7
campesinos,9
salud,100
inflación,18
impuesto,4
salarios,10
