Palabra,Conteo
modernizacion,0
respeto,132
justicia,567
reforma,462
revolución,19
empresas,891
seguridad,2156
compromiso,265
inversión,1485
económica,809
trabajadores,819
trabajo,1330
deuda,291
externa,129
concertación,39
estabilidad,32
solidaridad,29
democracia,92
medio,1437
ambiente,463
campesinos,37
salud,2940
inflación,44
impuesto,135
salarios,235
